"Date","Price","Open","High","Low","Vol.","Change %"
"04/21/2022","314.44","318.02","318.72","314.37","56.27M","-0.63%"
"04/20/2022","316.44","311.63","317.40","311.63","56.26M","1.85%"
"04/19/2022","310.69","305.97","311.52","305.97","54.52M","2.12%"
"04/18/2022","304.24","304.85","306.37","302.78","39.48M","-0.28%"
"04/14/2022","305.08","307.74","308.79","305.00","46.17M","-0.58%"
"04/13/2022","306.87","306.13","307.14","304.34","45.70M","0.41%"
"04/12/2022","305.61","305.75","308.19","304.37","47.74M","-0.35%"
"04/11/2022","306.67","310.96","311.59","305.97","47.58M","-1.35%"
"04/08/2022","310.87","310.03","311.95","308.53","43.72M","0.33%"
"04/07/2022","309.84","310.20","311.16","307.81","57.52M","-0.86%"
"04/06/2022","312.53","306.66","312.81","305.26","51.94M","1.55%"
"04/05/2022","307.76","307.03","311.86","306.99","46.96M","0.06%"
"04/04/2022","307.57","308.93","309.39","304.97","45.26M","-0.31%"
"04/01/2022","308.54","303.31","308.69","302.48","49.54M","2.02%"
"03/31/2022","302.42","306.81","308.15","302.42","74.79M","-1.18%"
"03/30/2022","306.02","306.06","306.78","304.34","50.62M","-0.57%"
"03/29/2022","307.76","302.49","308.29","301.81","64.62M","2.85%"
"03/28/2022","299.24","296.09","299.30","295.66","50.15M","1.28%"
"03/25/2022","295.45","293.01","295.51","292.14","46.84M","1.23%"
"03/24/2022","291.85","289.93","291.89","289.04","48.35M","0.64%"
"03/23/2022","290.00","292.44","293.00","289.44","50.24M","-1.03%"
"03/22/2022","293.03","294.27","295.00","292.66","59.21M","0.05%"
"03/21/2022","292.87","294.55","295.91","291.49","45.39M","-0.52%"
"03/18/2022","294.41","294.93","295.64","292.60","100.88M","0.21%"
"03/17/2022","293.79","288.49","293.79","288.49","49.79M","1.36%"
"03/16/2022","289.84","288.89","291.02","283.94","63.63M","1.13%"
"03/15/2022","286.60","287.06","288.67","284.08","56.09M","0.70%"
"03/14/2022","284.60","287.80","288.53","283.39","57.05M","-0.73%"
"03/11/2022","286.69","291.43","292.74","286.57","51.64M","-0.93%"
"03/10/2022","289.38","285.49","289.91","284.19","52.91M","0.36%"
"03/09/2022","288.35","288.25","291.26","287.96","54.62M","1.47%"
"03/08/2022","284.16","285.75","289.48","283.86","69.24M","-0.88%"
"03/07/2022","286.69","291.14","292.08","286.67","62.79M","-1.80%"
"03/04/2022","291.94","287.49","291.99","286.87","63.47M","0.82%"
"03/03/2022","289.56","288.32","290.56","285.73","62.35M","1.10%"
"03/02/2022","286.42","282.34","287.38","282.34","71.67M","1.83%"
"03/01/2022","281.27","283.25","284.84","279.86","73.42M","-0.23%"
"02/28/2022","281.91","283.62","284.78","279.14","128.54M","-1.77%"
"02/25/2022","287.00","281.17","287.17","279.84","65.27M","2.49%"
"02/24/2022","280.03","271.84","280.77","269.62","80.97M","1.78%"
"02/23/2022","275.12","281.71","282.95","274.96","63.24M","-1.32%"
"02/22/2022","278.80","279.43","280.74","277.25","69.61M","-0.24%"
"02/18/2022","279.47","279.92","282.76","278.87","74.81M","-0.46%"
"02/17/2022","280.76","283.36","283.62","280.23","65.69M","-0.97%"
"02/16/2022","283.50","283.38","284.33","280.67","64.40M","0.25%"
"02/15/2022","282.80","284.50","285.21","281.97","63.06M","0.39%"
"02/14/2022","281.69","284.87","286.14","280.37","60.05M","-1.02%"
"02/11/2022","284.60","289.55","290.22","282.96","72.46M","-1.34%"
"02/10/2022","288.48","293.38","295.70","286.93","62.93M","-2.86%"
"02/09/2022","296.98","293.86","297.12","293.86","59.01M","2.38%"
"02/08/2022","290.08","291.98","292.67","289.60","59.67M","-0.80%"
"02/07/2022","292.42","293.07","294.53","291.84","55.79M","-0.09%"
"02/04/2022","292.68","294.54","296.35","290.45","50.45M","-1.26%"
"02/03/2022","296.42","298.05","298.98","296.30","48.88M","-1.10%"
"02/02/2022","299.72","296.13","300.32","296.13","63.29M","1.66%"
"02/01/2022","294.83","296.81","297.10","292.82","53.53M","-0.74%"
"01/31/2022","297.02","292.45","297.09","291.25","84.83M","1.25%"
"01/28/2022","293.34","284.44","293.37","281.03","68.01M","3.38%"
"01/27/2022","283.75","290.04","292.66","282.56","66.31M","-1.75%"
"01/26/2022","288.81","295.18","298.80","287.05","64.70M","-1.66%"
"01/25/2022","293.69","291.60","295.75","288.45","71.22M","-0.26%"
"01/24/2022","294.47","291.47","295.09","284.35","80.23M","0.17%"
"01/21/2022","293.96","296.28","297.41","293.23","65.58M","-0.04%"
"01/20/2022","294.08","296.76","301.17","293.81","55.43M","-0.92%"
"01/19/2022","296.80","301.99","303.84","296.76","50.64M","-1.21%"
"01/18/2022","300.44","300.35","301.56","297.75","62.84M","-0.71%"
"01/14/2022","302.59","304.57","304.65","299.19","48.62M","-1.18%"
"01/13/2022","306.20","308.04","308.92","305.74","41.93M","-0.34%"
"01/12/2022","307.26","306.46","309.31","306.40","41.25M","0.29%"
"01/11/2022","306.38","306.36","306.93","302.00","49.49M","-0.16%"
"01/10/2022","306.87","306.48","306.95","302.49","60.77M","-0.59%"
"01/07/2022","308.70","309.29","310.81","307.38","58.71M","-0.55%"
"01/06/2022","310.40","310.38","311.30","306.47","58.23M","0.10%"
"01/05/2022","310.09","319.14","319.14","309.92","64.95M","-3.22%"
"01/04/2022","320.40","322.23","323.99","320.20","56.34M","-0.38%"
"01/03/2022","321.63","325.43","325.43","316.88","51.38M","-0.96%"
"12/31/2021","324.75","324.13","326.97","323.86","32.10M","0.18%"
"12/30/2021","324.18","323.08","325.28","322.65","31.96M","0.36%"
"12/29/2021","323.03","321.34","323.72","320.24","28.52M","0.64%"
"12/28/2021","320.97","319.12","321.17","318.67","31.30M","0.43%"
"12/27/2021","319.60","314.05","319.66","313.65","34.80M","2.04%"
"12/23/2021","313.20","314.66","314.90","311.51","36.50M","-0.36%"
"12/22/2021","314.34","312.23","314.52","312.00","39.18M","0.95%"
"12/21/2021","311.38","311.75","313.19","310.06","51.77M","0.63%"
"12/20/2021","309.42","307.99","310.70","306.32","52.41M","-0.72%"
"12/17/2021","311.65","312.22","315.23","311.21","117.81M","-0.30%"
"12/16/2021","312.59","311.92","314.61","310.72","57.36M","0.40%"
"12/15/2021","311.33","307.57","311.85","307.57","60.74M","1.48%"
"12/14/2021","306.80","309.64","310.21","304.65","57.18M","-1.27%"
"12/13/2021","310.76","305.82","312.16","305.46","53.53M","1.32%"
"12/10/2021","306.72","306.41","307.06","304.99","45.26M","0.51%"
"12/09/2021","305.17","308.35","308.38","305.04","44.98M","-1.36%"
"12/08/2021","309.39","308.16","310.18","307.32","48.98M","0.47%"
"12/07/2021","307.95","304.90","308.49","304.58","61.15M","1.75%"
"12/06/2021","302.66","300.83","305.24","300.66","55.17M","1.38%"
"12/03/2021","298.54","300.66","301.63","295.96","56.07M","-0.41%"
"12/02/2021","299.76","293.60","301.72","293.55","63.22M","2.67%"
"12/01/2021","291.97","299.34","302.28","291.89","72.60M","-1.34%"
"11/30/2021","295.94","299.85","301.49","295.93","115.08M","-2.12%"
"11/29/2021","302.34","300.32","304.39","298.68","58.70M","1.33%"
"11/26/2021","298.36","302.56","303.26","298.11","43.38M","-2.69%"
"11/25/2021","306.61","302.90","307.07","302.03","","0.00%"
"11/24/2021","306.61","302.90","307.07","302.03","35.12M","1.28%"
"11/23/2021","302.74","299.74","303.44","299.23","46.14M","1.10%"
"11/22/2021","299.46","301.26","302.22","298.90","48.70M","-0.50%"
"11/19/2021","300.97","303.37","303.37","300.34","53.21M","-0.56%"
"11/18/2021","302.65","303.19","303.20","301.29","46.84M","0.03%"
"11/17/2021","302.56","299.91","303.05","296.37","54.91M","0.65%"
"11/16/2021","300.62","303.07","303.07","300.13","53.50M","-0.65%"
"11/15/2021","302.58","300.66","302.61","299.87","66.78M","0.48%"
"11/12/2021","301.14","301.73","302.04","300.06","38.82M","0.06%"
"11/11/2021","300.95","301.04","301.04","298.70","33.92M","0.05%"
"11/10/2021","300.81","301.74","303.28","300.80","41.20M","-0.49%"
"11/09/2021","302.29","301.61","302.77","301.39","37.70M","0.36%"
"11/08/2021","301.21","301.99","301.99","298.60","44.47M","-0.02%"
"11/05/2021","301.26","302.73","305.01","300.73","50.29M","0.23%"
"11/04/2021","300.58","303.63","304.25","299.38","54.36M","-1.14%"
"11/03/2021","304.05","302.84","304.58","301.03","54.19M","0.60%"
"11/02/2021","302.23","300.79","303.29","299.50","54.99M","0.94%"
"11/01/2021","299.43","299.27","300.05","294.64","47.70M","0.20%"
"10/29/2021","298.83","300.96","302.18","297.58","108.43M","-1.19%"
"10/28/2021","302.44","298.55","302.44","298.13","53.10M","1.47%"
"10/27/2021","298.07","301.92","301.92","298.06","47.57M","-0.73%"
"10/26/2021","300.25","299.58","301.24","298.93","43.12M","0.46%"
"10/25/2021","298.87","298.03","299.62","296.25","43.50M","0.31%"
"10/22/2021","297.94","296.68","298.65","296.32","39.62M","0.66%"
"10/21/2021","296.00","294.71","296.10","294.09","38.98M","0.36%"
"10/20/2021","294.94","290.94","294.95","290.94","42.85M","1.55%"
"10/19/2021","290.44","291.04","291.77","290.03","39.85M","0.40%"
"10/18/2021","289.29","287.56","290.39","287.29","46.19M","0.22%"
"10/15/2021","288.65","290.45","291.16","286.97","54.59M","0.03%"
"10/14/2021","288.57","286.47","288.90","285.77","47.62M","1.39%"
"10/13/2021","284.60","282.12","284.82","280.48","49.80M","0.55%"
"10/12/2021","283.05","280.21","284.21","279.41","43.65M","1.34%"
"10/11/2021","279.32","278.73","280.43","277.27","33.60M","0.17%"
"10/08/2021","278.84","281.68","281.72","278.47","34.44M","-1.12%"
"10/07/2021","282.00","283.24","285.72","281.61","45.14M","0.15%"
"10/06/2021","281.57","277.51","281.84","274.82","53.20M","0.98%"
"10/05/2021","278.83","280.99","281.11","277.83","49.83M","-0.86%"
"10/04/2021","281.25","280.15","282.27","279.12","51.09M","0.09%"
"10/01/2021","280.99","279.68","282.90","277.69","51.53M","1.04%"
"09/30/2021","278.09","283.64","283.83","278.09","59.03M","-1.60%"
"09/29/2021","282.61","281.69","283.82","281.69","43.10M","0.67%"
"09/28/2021","280.74","280.32","281.97","278.73","58.52M","-0.62%"
"09/27/2021","282.49","286.93","288.64","282.36","54.41M","-1.71%"
"09/24/2021","287.40","290.19","291.25","286.75","49.24M","-1.21%"
"09/23/2021","290.91","293.35","293.83","290.49","52.45M","-0.54%"
"09/22/2021","292.48","291.61","293.91","290.35","50.24M","0.91%"
"09/21/2021","289.83","291.21","293.30","289.75","45.59M","-0.05%"
"09/20/2021","289.97","289.28","291.91","286.50","64.86M","-0.63%"
"09/17/2021","291.80","292.87","294.62","291.45","109.10M","-0.95%"
"09/16/2021","294.59","293.78","295.68","291.96","44.05M","0.16%"
"09/15/2021","294.13","293.54","295.61","292.01","47.54M","0.41%"
"09/14/2021","292.93","294.66","295.31","291.50","40.75M","-0.34%"
"09/13/2021","293.93","294.81","296.52","292.90","48.26M","0.48%"
"09/10/2021","292.52","296.30","296.30","292.42","49.99M","-1.23%"
"09/09/2021","296.17","300.50","300.81","296.15","53.96M","-2.12%"
"09/08/2021","302.58","299.60","303.45","299.25","44.35M","0.55%"
"09/07/2021","300.91","303.37","303.37","298.21","52.33M","-1.13%"
"09/03/2021","304.36","303.27","304.80","300.79","50.29M","0.04%"
"09/02/2021","304.23","303.45","304.25","300.71","49.66M","0.44%"
"09/01/2021","302.91","298.41","303.20","298.15","56.27M","1.69%"
"08/31/2021","297.88","295.39","298.17","294.54","67.20M","0.62%"
"08/30/2021","296.05","292.76","296.22","292.38","50.55M","1.15%"
"08/27/2021","292.67","291.25","293.38","290.83","42.22M","0.87%"
"08/26/2021","290.15","290.06","291.04","289.12","43.12M","0.10%"
"08/25/2021","289.87","290.32","291.45","289.02","47.91M","-0.18%"
"08/24/2021","290.38","293.07","293.07","289.65","47.78M","-0.72%"
"08/23/2021","292.49","294.07","294.47","291.98","40.75M","-0.41%"
"08/20/2021","293.68","291.71","294.90","290.24","48.47M","0.45%"
"08/19/2021","292.35","288.63","292.61","288.18","55.57M","0.93%"
"08/18/2021","289.67","292.10","292.14","289.48","47.45M","-1.08%"
"08/17/2021","292.84","291.00","292.92","290.35","45.84M","0.14%"
"08/16/2021","292.43","291.82","293.53","291.34","41.62M","0.12%"
"08/13/2021","292.08","290.86","292.10","289.90","35.77M","0.68%"
"08/12/2021","290.11","289.81","290.20","288.40","38.35M","0.35%"
"08/11/2021","289.10","288.57","289.72","287.92","46.80M","0.50%"
"08/10/2021","287.67","291.09","291.21","287.49","57.23M","-1.09%"
"08/09/2021","290.84","291.75","291.75","290.11","45.37M","-0.42%"
"08/06/2021","292.06","292.72","293.77","291.51","50.78M","-0.23%"
"08/05/2021","292.74","291.84","292.75","290.17","52.23M","0.83%"
"08/04/2021","290.34","291.19","292.67","289.01","53.24M","-0.35%"
"08/03/2021","291.35","290.51","291.66","289.41","85.56M","0.44%"
"08/02/2021","290.06","291.33","293.19","289.74","47.61M","0.01%"
"07/30/2021","290.04","290.18","293.47","290.00","64.18M","0.32%"
"07/29/2021","289.11","290.32","292.23","288.86","47.83M","-0.23%"
"07/28/2021","289.79","291.58","291.91","289.06","47.54M","-0.63%"
"07/27/2021","291.62","289.19","291.89","288.20","46.93M","0.82%"
"07/26/2021","289.26","288.50","289.47","286.90","46.85M","0.00%"
"07/23/2021","289.26","287.79","289.60","286.90","38.42M","0.88%"
"07/22/2021","286.74","286.76","287.14","285.35","45.63M","-0.69%"
"07/21/2021","288.72","290.07","290.57","288.41","50.60M","-0.35%"
"07/20/2021","289.74","285.62","290.59","285.62","59.50M","1.88%"
"07/19/2021","284.40","286.38","286.98","282.26","80.18M","-1.58%"
"07/16/2021","288.98","289.78","290.99","288.72","51.81M","0.10%"
"07/15/2021","288.68","288.30","289.15","287.74","46.37M","0.14%"
"07/14/2021","288.29","285.78","289.11","285.30","50.70M","0.89%"
"07/13/2021","285.75","288.56","289.17","284.90","51.21M","-1.32%"
"07/12/2021","289.56","287.12","289.90","286.72","47.17M","0.86%"
"07/09/2021","287.10","284.50","287.24","283.58","52.02M","1.32%"
"07/08/2021","283.36","281.83","284.11","281.28","59.22M","-0.08%"
"07/07/2021","283.58","281.99","284.66","280.70","67.73M","0.52%"
"07/06/2021","282.10","279.26","282.39","277.86","67.38M","0.85%"
"07/02/2021","279.72","279.16","280.50","278.36","47.08M","0.52%"
"07/01/2021","278.28","277.26","280.40","276.25","56.66M","0.31%"
"06/30/2021","277.41","279.40","280.91","277.06","60.41M","-0.76%"
"06/29/2021","279.53","279.57","281.44","279.23","48.85M","-0.14%"
"06/28/2021","279.93","280.25","280.25","277.78","59.87M","0.08%"
"06/25/2021","279.71","278.13","279.82","277.47","60.90M","0.64%"
"06/24/2021","277.92","280.03","280.03","276.74","49.66M","-0.45%"
"06/23/2021","279.17","280.13","280.85","278.96","50.37M","-0.36%"
"06/22/2021","280.18","281.50","281.51","280.05","50.22M","-0.44%"
"06/21/2021","281.43","277.27","282.04","276.38","54.45M","1.92%"
"06/18/2021","276.12","279.42","280.40","276.08","120.53M","-1.50%"
"06/17/2021","280.32","278.51","280.52","278.05","60.47M","0.34%"
"06/16/2021","279.37","282.32","283.40","279.28","57.12M","-0.88%"
"06/15/2021","281.86","284.13","284.13","281.78","51.39M","-1.04%"
"06/14/2021","284.81","283.20","284.81","282.83","46.03M","0.42%"
"06/11/2021","283.61","284.35","284.35","282.36","49.32M","-0.59%"
"06/10/2021","285.29","282.68","285.93","281.93","62.00M","0.95%"
"06/09/2021","282.61","283.32","283.74","282.32","46.25M","0.16%"
"06/08/2021","282.16","281.32","283.06","280.92","57.39M","0.51%"
"06/07/2021","280.72","278.70","281.76","278.61","54.26M","0.91%"
"06/04/2021","278.18","278.89","278.97","276.80","53.61M","0.13%"
"06/03/2021","277.83","277.80","278.08","276.11","59.00M","-0.20%"
"06/02/2021","278.40","275.55","278.55","274.51","69.55M","1.41%"
"06/01/2021","274.54","271.16","274.54","270.32","51.99M","1.69%"
"05/28/2021","269.98","269.75","270.92","269.46","48.47M","0.64%"
"05/27/2021","268.25","269.01","269.56","267.97","106.17M","-0.16%"
"05/26/2021","268.68","268.39","270.30","267.70","47.60M","0.23%"
"05/25/2021","268.07","267.64","268.90","266.16","48.68M","0.31%"
"05/24/2021","267.25","265.64","268.39","265.54","51.68M","1.05%"
"05/21/2021","264.46","264.68","265.69","263.90","55.61M","-0.17%"
"05/20/2021","264.92","261.60","265.71","260.87","59.38M","1.34%"
"05/19/2021","261.41","260.41","261.43","258.07","59.04M","-0.42%"
"05/18/2021","262.51","261.63","264.05","260.30","58.36M","0.17%"
"05/17/2021","262.07","261.96","262.68","261.22","46.53M","0.00%"
"05/14/2021","262.08","260.66","262.96","260.03","46.42M","1.01%"
"05/13/2021","259.46","256.85","261.00","256.78","57.18M","1.18%"
"05/12/2021","256.44","261.70","262.24","256.17","57.97M","-2.37%"
"05/11/2021","262.66","263.37","263.42","260.38","56.88M","-1.11%"
"05/10/2021","265.62","265.86","268.12","265.21","62.45M","0.35%"
"05/07/2021","264.70","261.63","264.84","261.63","61.55M","1.21%"
"05/06/2021","261.54","260.19","261.89","259.48","66.47M","0.53%"
"05/05/2021","260.15","262.73","263.02","259.22","54.32M","-1.52%"
"05/04/2021","264.16","265.86","266.76","262.63","62.20M","-0.61%"
"05/03/2021","265.78","267.44","267.51","265.44","65.86M","-0.48%"
"04/30/2021","267.06","264.96","267.53","264.38","73.22M","0.62%"
"04/29/2021","265.42","264.96","266.16","263.67","63.20M","0.68%"
"04/28/2021","263.62","264.84","265.49","263.47","57.93M","-0.34%"
"04/27/2021","264.52","265.07","265.35","264.01","53.81M","-0.02%"
"04/26/2021","264.58","265.24","266.00","263.89","47.93M","0.20%"
"04/23/2021","264.05","263.09","264.69","262.34","49.65M","0.58%"
"04/22/2021","262.52","262.95","264.76","262.15","54.48M","-0.38%"
"04/21/2021","263.51","262.99","264.10","262.14","51.63M","0.40%"
"04/20/2021","262.45","258.85","263.14","258.85","60.94M","1.12%"
"04/19/2021","259.54","258.95","259.58","257.26","49.82M","0.29%"
"04/16/2021","258.78","259.40","259.58","258.07","58.04M","0.17%"
"04/15/2021","258.34","254.54","258.38","254.54","60.25M","1.95%"
"04/14/2021","253.39","254.88","256.31","253.25","42.71M","-0.69%"
"04/13/2021","255.16","253.43","255.36","253.13","53.88M","0.63%"
"04/12/2021","253.55","252.73","253.59","250.54","51.97M","0.55%"
"04/09/2021","252.17","252.16","252.60","251.15","48.35M","0.14%"
"04/08/2021","251.81","253.07","254.49","251.67","50.11M","-0.56%"
"04/07/2021","253.24","253.28","253.89","251.02","54.03M","0.15%"
"04/06/2021","252.87","251.86","252.89","250.82","60.60M","0.18%"
"04/05/2021","252.42","251.74","252.52","249.97","56.36M","0.61%"
"04/01/2021","250.90","248.38","251.04","247.11","53.76M","1.58%"
"03/31/2021","247.00","247.03","249.64","245.78","68.53M","-0.49%"
"03/30/2021","248.21","248.50","249.21","247.62","44.19M","-0.49%"
"03/29/2021","249.43","248.75","250.55","246.43","51.07M","-0.18%"
"03/26/2021","249.87","245.03","250.06","244.59","51.24M","2.47%"
"03/25/2021","243.85","241.60","244.32","239.50","57.98M","0.79%"
"03/24/2021","241.95","242.32","244.43","241.25","62.97M","-0.53%"
"03/23/2021","243.24","242.24","244.78","241.96","63.94M","0.35%"
"03/22/2021","242.40","239.62","243.07","239.03","54.11M","1.11%"
"03/19/2021","239.73","242.58","243.80","239.72","121.27M","-1.26%"
"03/18/2021","242.80","242.91","243.59","241.14","56.31M","-0.74%"
"03/17/2021","244.60","244.29","244.76","242.41","61.38M","-0.16%"
"03/16/2021","244.99","245.43","246.10","243.86","60.51M","-0.02%"
"03/15/2021","245.04","242.18","245.60","241.01","65.83M","1.18%"
"03/12/2021","242.19","238.01","242.25","238.01","68.17M","1.50%"
"03/11/2021","238.60","235.43","240.29","235.42","66.84M","1.50%"
"03/10/2021","235.07","233.41","236.45","232.67","61.45M","0.99%"
"03/09/2021","232.77","231.76","234.41","231.76","67.03M","1.06%"
"03/08/2021","230.32","229.86","233.05","228.14","66.41M","0.53%"
"03/05/2021","229.11","228.10","230.11","223.24","71.56M","1.15%"
"03/04/2021","226.50","228.76","230.83","224.29","82.66M","-0.77%"
"03/03/2021","228.26","230.85","231.04","227.94","74.71M","-1.17%"
"03/02/2021","230.96","232.59","232.59","229.21","72.68M","-0.71%"
"03/01/2021","232.62","235.05","236.43","232.52","68.23M","0.15%"
"02/26/2021","232.26","236.84","236.90","232.25","88.54M","-1.82%"
"02/25/2021","236.56","239.84","241.95","234.87","77.77M","-1.59%"
"02/24/2021","240.38","239.07","241.14","238.36","75.10M","0.55%"
"02/23/2021","239.06","239.35","240.42","238.31","77.96M","0.31%"
"02/22/2021","238.31","236.46","239.29","235.78","84.82M","0.54%"
"02/19/2021","237.03","237.23","238.72","236.49","77.72M","0.24%"
"02/18/2021","236.47","235.67","236.69","235.41","54.19M","-0.03%"
"02/17/2021","236.53","235.85","236.86","234.86","55.68M","0.08%"
"02/16/2021","236.33","239.44","239.44","235.17","71.60M","-1.07%"
"02/12/2021","238.88","238.21","239.49","236.83","55.84M","-0.06%"
"02/11/2021","239.02","239.38","240.40","237.71","65.82M","-0.11%"
"02/10/2021","239.29","239.26","240.98","238.13","59.95M","0.60%"
"02/09/2021","237.87","237.83","238.52","236.53","50.30M","0.47%"
"02/08/2021","236.75","236.17","236.77","234.70","52.76M","0.22%"
"02/05/2021","236.22","236.14","236.57","235.19","46.75M","0.34%"
"02/04/2021","235.41","234.39","236.85","233.99","71.58M","0.50%"
"02/03/2021","234.25","233.79","234.96","231.06","66.12M","-0.37%"
"02/02/2021","235.13","235.10","236.20","233.63","58.41M","0.41%"
"02/01/2021","234.17","230.03","234.17","227.58","64.89M","2.27%"
"01/29/2021","228.98","229.40","232.19","227.54","100.50M","-1.02%"
"01/28/2021","231.34","230.09","234.11","229.30","85.49M","0.32%"
"01/27/2021","230.60","232.73","234.61","229.26","103.70M","-1.39%"
"01/26/2021","233.85","231.66","234.36","231.35","66.14M","1.14%"
"01/25/2021","231.22","229.55","232.71","228.37","80.37M","0.82%"
"01/22/2021","229.33","228.10","229.87","227.48","62.46M","0.31%"
"01/21/2021","228.63","228.56","228.96","226.59","56.97M","-0.34%"
"01/20/2021","229.41","224.76","230.40","224.31","66.35M","1.97%"
"01/19/2021","224.97","227.39","227.49","224.42","59.84M","-0.54%"
"01/15/2021","226.20","222.85","226.70","222.05","65.95M","1.46%"
"01/14/2021","222.94","222.48","224.36","221.12","71.14M","0.62%"
"01/13/2021","221.56","219.00","221.93","219.00","59.51M","1.39%"
"01/12/2021","218.53","217.86","218.76","215.81","68.32M","0.06%"
"01/11/2021","218.40","221.09","221.81","217.75","61.47M","-1.66%"
"01/08/2021","222.08","220.33","222.76","220.14","54.68M","1.09%"
"01/07/2021","219.69","219.07","220.45","218.26","71.53M","0.31%"
"01/06/2021","219.02","220.18","220.42","218.04","83.46M","-0.54%"
"01/05/2021","220.22","220.84","222.25","220.02","66.49M","-0.08%"
"01/04/2021","220.40","228.39","228.65","220.33","79.47M","-3.29%"